territorio,ano,faixa_renda,categoria,valor_reais
Paraíba,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,186.27
Paraíba,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,126.97
Paraíba,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,58.22
Paraíba,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,43.41
Paraíba,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,20.82
Paraíba,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,592.4
Paraíba,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,1002.64
Paraíba,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,438.01
Paraíba,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,222.87
Paraíba,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,124.88
Paraíba,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,98.0
Paraíba,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,34.59
Paraíba,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,757.75
Paraíba,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1503.61
Paraíba,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,910.0
Paraíba,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,444.5
Paraíba,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,301.33
Paraíba,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,136.06
Paraíba,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,74.81
Paraíba,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,962.3
Paraíba,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,2037.59
Paraíba,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1035.09
Paraíba,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,552.11
Paraíba,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,464.6
Paraíba,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,244.65
Paraíba,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,133.1
Paraíba,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1317.05
Paraíba,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,2592.05
Paraíba,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,1974.12
Paraíba,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,796.78
Paraíba,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,510.04
Paraíba,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,319.14
Paraíba,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,159.84
Paraíba,2018,Mais de 23.850 Reais,2.1.1 Alimentação,2007.01
Paraíba,2018,Mais de 23.850 Reais,2.1.2 Habitação,3402.84
Paraíba,2018,Mais de 23.850 Reais,2.1.4 Transporte,2927.62
Paraíba,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,1158.52
Paraíba,2018,Mais de 23.850 Reais,2.1.7 Educação,603.43
Paraíba,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,850.29
Paraíba,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,220.1
Pernambuco,2018,Total,2.1.1 Alimentação,587.35
Pernambuco,2018,Total,2.1.2 Habitação,963.56
Pernambuco,2018,Total,2.1.4 Transporte,489.24
Pernambuco,2018,Total,2.1.6 Assistência à saude,227.17
Pernambuco,2018,Total,2.1.7 Educação,135.18
Pernambuco,2018,Total,2.1.8 Recreação e cultura,72.99
Pernambuco,2018,Total,2.1.10 Serviços pessoais,38.76
Pernambuco,2018,Até 1.908 Reais,2.1.1 Alimentação,344.5
Pernambuco,2018,Até 1.908 Reais,2.1.2 Habitação,474.7
Pernambuco,2018,Até 1.908 Reais,2.1.4 Transporte,126.02
Pernambuco,2018,Até 1.908 Reais,2.1.6 Assistência à saude,74.33
Pernambuco,2018,Até 1.908 Reais,2.1.7 Educação,31.76
Pernambuco,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,18.97
Pernambuco,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,13.67
Pernambuco,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,486.34
Pernambuco,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,710.5
Pernambuco,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,229.88
Pernambuco,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,131.06
Pernambuco,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,74.94
Pernambuco,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,42.58
Pernambuco,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,24.85
Pernambuco,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,688.7
Pernambuco,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,960.95
Pernambuco,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,479.69
Pernambuco,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,235.26
Pernambuco,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,149.1
Pernambuco,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,76.43
Pernambuco,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,45.08
Pernambuco,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,944.58
Pernambuco,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1682.8
Pernambuco,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,915.63
Pernambuco,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,469.89
Pernambuco,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,302.11
Pernambuco,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,142.4
Pernambuco,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,77.59
Pernambuco,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,1107.4
Pernambuco,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,2719.08
Pernambuco,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1839.22
Pernambuco,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,689.7
Pernambuco,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,374.02
Pernambuco,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,256.61
Pernambuco,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,105.69
Pernambuco,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1366.79
Pernambuco,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,3405.69
Pernambuco,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,3131.58
Pernambuco,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,1168.28
Pernambuco,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,501.0
Pernambuco,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,324.0
Pernambuco,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,158.73
Pernambuco,2018,Mais de 23.850 Reais,2.1.1 Alimentação,2106.02
Pernambuco,2018,Mais de 23.850 Reais,2.1.2 Habitação,5229.75
Pernambuco,2018,Mais de 23.850 Reais,2.1.4 Transporte,3608.14
Pernambuco,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,1347.6
Pernambuco,2018,Mais de 23.850 Reais,2.1.7 Educação,1661.75
Pernambuco,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,678.43
Pernambuco,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,195.82
Alagoas,2018,Total,2.1.1 Alimentação,390.71
Alagoas,2018,Total,2.1.2 Habitação,723.51
Alagoas,2018,Total,2.1.4 Transporte,320.6
Alagoas,2018,Total,2.1.6 Assistência à saude,186.0
Alagoas,2018,Total,2.1.7 Educação,88.9
Alagoas,2018,Total,2.1.8 Recreação e cultura,49.34
Alagoas,2018,Total,2.1.10 Serviços pessoais,16.76
Alagoas,2018,Até 1.908 Reais,2.1.1 Alimentação,269.13
Alagoas,2018,Até 1.908 Reais,2.1.2 Habitação,450.51
Alagoas,2018,Até 1.908 Reais,2.1.4 Transporte,100.16
Alagoas,2018,Até 1.908 Reais,2.1.6 Assistência à saude,90.92
Alagoas,2018,Até 1.908 Reais,2.1.7 Educação,35.1
Alagoas,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,28.0
Alagoas,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,7.64
Alagoas,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,382.08
Alagoas,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,661.16
Alagoas,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,174.32
Alagoas,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,137.17
Alagoas,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,68.28
Alagoas,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,36.11
Alagoas,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,13.84
Alagoas,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,540.63
Alagoas,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,957.61
Alagoas,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,491.09
Alagoas,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,291.55
Alagoas,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,137.56
Alagoas,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,81.96
Alagoas,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,26.86
Alagoas,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,639.89
Alagoas,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1730.68
Alagoas,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,896.52
Alagoas,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,391.5
Alagoas,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,233.39
Alagoas,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,85.34
Alagoas,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,49.46
Alagoas,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,832.5
Alagoas,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,2017.63
Alagoas,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1695.28
Alagoas,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,587.97
Alagoas,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,538.39
Alagoas,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,115.9
Alagoas,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,48.19
Alagoas,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,953.16
Alagoas,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,2298.09
Alagoas,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,1809.36
Alagoas,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,660.26
Alagoas,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,630.58
Alagoas,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,242.16
Alagoas,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,77.99
Alagoas,2018,Mais de 23.850 Reais,2.1.1 Alimentação,1814.49
Alagoas,2018,Mais de 23.850 Reais,2.1.2 Habitação,3232.58
Alagoas,2018,Mais de 23.850 Reais,2.1.4 Transporte,7217.66
Alagoas,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,2874.57
Alagoas,2018,Mais de 23.850 Reais,2.1.7 Educação,394.23
Alagoas,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,518.66
Alagoas,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,96.41
Sergipe,2018,Total,2.1.1 Alimentação,794.97
Sergipe,2018,Total,2.1.2 Habitação,929.35
Sergipe,2018,Total,2.1.4 Transporte,529.36
Sergipe,2018,Total,2.1.6 Assistência à saude,284.77
Sergipe,2018,Total,2.1.7 Educação,161.35
Sergipe,2018,Total,2.1.8 Recreação e cultura,73.72
Sergipe,2018,Total,2.1.10 Serviços pessoais,45.64
Sergipe,2018,Até 1.908 Reais,2.1.1 Alimentação,405.37
Sergipe,2018,Até 1.908 Reais,2.1.2 Habitação,474.63
Sergipe,2018,Até 1.908 Reais,2.1.4 Transporte,95.71
Sergipe,2018,Até 1.908 Reais,2.1.6 Assistência à saude,88.27
Sergipe,2018,Até 1.908 Reais,2.1.7 Educação,20.64
Sergipe,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,21.45
Sergipe,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,12.4
Sergipe,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,621.48
Sergipe,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,660.07
Sergipe,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,214.14
Sergipe,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,188.04
Sergipe,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,46.25
Sergipe,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,38.07
Sergipe,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,24.82
Sergipe,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,927.25
Sergipe,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,937.43
Sergipe,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,477.75
Sergipe,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,264.96
Sergipe,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,146.68
Sergipe,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,73.67
Sergipe,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,47.95
Sergipe,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,1333.91
Sergipe,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1453.54
Sergipe,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,1037.76
Sergipe,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,540.71
Sergipe,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,386.54
Sergipe,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,126.22
Sergipe,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,88.01
Sergipe,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,1170.77
Sergipe,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,1960.37
Sergipe,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1634.78
Sergipe,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,769.78
Sergipe,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,310.13
Sergipe,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,185.35
Sergipe,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,112.26
Sergipe,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1511.13
Sergipe,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,2308.67
Sergipe,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,2474.6
Sergipe,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,1051.32
Sergipe,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,705.59
Sergipe,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,321.26
Sergipe,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,192.53
Sergipe,2018,Mais de 23.850 Reais,2.1.1 Alimentação,2162.4
Sergipe,2018,Mais de 23.850 Reais,2.1.2 Habitação,4016.82
Sergipe,2018,Mais de 23.850 Reais,2.1.4 Transporte,3639.33
Sergipe,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,1184.16
Sergipe,2018,Mais de 23.850 Reais,2.1.7 Educação,1553.32
Sergipe,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,396.64
Sergipe,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,165.82
Bahia,2018,Total,2.1.1 Alimentação,626.61
Bahia,2018,Total,2.1.2 Habitação,931.46
Bahia,2018,Total,2.1.4 Transporte,461.76
Bahia,2018,Total,2.1.6 Assistência à saude,252.51
Bahia,2018,Total,2.1.7 Educação,138.92
Bahia,2018,Total,2.1.8 Recreação e cultura,75.39
Bahia,2018,Total,2.1.10 Serviços pessoais,42.32
Bahia,2018,Até 1.908 Reais,2.1.1 Alimentação,350.18
Bahia,2018,Até 1.908 Reais,2.1.2 Habitação,465.25
Bahia,2018,Até 1.908 Reais,2.1.4 Transporte,135.17
Bahia,2018,Até 1.908 Reais,2.1.6 Assistência à saude,84.93
Bahia,2018,Até 1.908 Reais,2.1.7 Educação,35.14
Bahia,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,20.72
Bahia,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,15.59
Bahia,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,534.74
Bahia,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,657.16
Bahia,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,248.48
Bahia,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,159.38
Bahia,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,63.59
Bahia,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,35.76
Bahia,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,28.65
Bahia,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,778.11
Bahia,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,949.95
Bahia,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,538.94
Bahia,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,241.28
Bahia,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,154.98
Bahia,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,98.8
Bahia,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,54.39
Bahia,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,1000.31
Bahia,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1533.47
Bahia,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,993.59
Bahia,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,575.91
Bahia,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,242.49
Bahia,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,132.49
Bahia,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,83.27
Bahia,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,1032.27
Bahia,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,2617.58
Bahia,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1554.95
Bahia,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,772.16
Bahia,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,482.64
Bahia,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,238.42
Bahia,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,119.06
Bahia,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1705.04
Bahia,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,3624.65
Bahia,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,2445.59
Bahia,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,1136.69
Bahia,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,1015.49
Bahia,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,390.87
Bahia,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,155.95
Bahia,2018,Mais de 23.850 Reais,2.1.1 Alimentação,2587.56
Bahia,2018,Mais de 23.850 Reais,2.1.2 Habitação,7079.55
Bahia,2018,Mais de 23.850 Reais,2.1.4 Transporte,3196.69
Bahia,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,2429.07
Bahia,2018,Mais de 23.850 Reais,2.1.7 Educação,1309.67
Bahia,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,686.23
Bahia,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,219.39
Minas Gerais,2018,Total,2.1.1 Alimentação,688.51
Minas Gerais,2018,Total,2.1.2 Habitação,1230.81
Minas Gerais,2018,Total,2.1.4 Transporte,662.29
Minas Gerais,2018,Total,2.1.6 Assistência à saude,324.49
Minas Gerais,2018,Total,2.1.7 Educação,163.56
Minas Gerais,2018,Total,2.1.8 Recreação e cultura,95.09
Minas Gerais,2018,Total,2.1.10 Serviços pessoais,50.81
Minas Gerais,2018,Até 1.908 Reais,2.1.1 Alimentação,327.38
Minas Gerais,2018,Até 1.908 Reais,2.1.2 Habitação,601.35
Minas Gerais,2018,Até 1.908 Reais,2.1.4 Transporte,137.97
Minas Gerais,2018,Até 1.908 Reais,2.1.6 Assistência à saude,106.59
Minas Gerais,2018,Até 1.908 Reais,2.1.7 Educação,19.61
Minas Gerais,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,24.94
Minas Gerais,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,15.68
Minas Gerais,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,470.26
Minas Gerais,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,817.04
Minas Gerais,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,236.21
Minas Gerais,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,191.58
Minas Gerais,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,47.25
Minas Gerais,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,34.24
Minas Gerais,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,22.82
Minas Gerais,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,682.91
Minas Gerais,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,1148.45
Minas Gerais,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,530.95
Minas Gerais,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,287.18
Minas Gerais,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,102.25
Minas Gerais,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,69.31
Minas Gerais,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,45.21
Minas Gerais,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,965.76
Minas Gerais,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1658.1
Minas Gerais,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,1089.9
Minas Gerais,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,485.83
Minas Gerais,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,289.08
Minas Gerais,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,164.74
Minas Gerais,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,85.7
Minas Gerais,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,1183.04
Minas Gerais,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,2278.54
Minas Gerais,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1811.58
Minas Gerais,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,713.47
Minas Gerais,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,415.86
Minas Gerais,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,259.28
Minas Gerais,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,122.84
Minas Gerais,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1511.11
Minas Gerais,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,3102.18
Minas Gerais,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,2537.54
Minas Gerais,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,986.84
Minas Gerais,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,928.55
Minas Gerais,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,371.72
Minas Gerais,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,140.93
Minas Gerais,2018,Mais de 23.850 Reais,2.1.1 Alimentação,2111.32
Minas Gerais,2018,Mais de 23.850 Reais,2.1.2 Habitação,4744.36
Minas Gerais,2018,Mais de 23.850 Reais,2.1.4 Transporte,3792.67
Minas Gerais,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,1368.47
Minas Gerais,2018,Mais de 23.850 Reais,2.1.7 Educação,1225.6
Minas Gerais,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,538.5
Minas Gerais,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,209.84
Espírito Santo,2018,Total,2.1.1 Alimentação,465.51
Espírito Santo,2018,Total,2.1.2 Habitação,1259.78
Espírito Santo,2018,Total,2.1.4 Transporte,649.66
Espírito Santo,2018,Total,2.1.6 Assistência à saude,344.44
Espírito Santo,2018,Total,2.1.7 Educação,136.96
Espírito Santo,2018,Total,2.1.8 Recreação e cultura,69.96
Espírito Santo,2018,Total,2.1.10 Serviços pessoais,44.14
Espírito Santo,2018,Até 1.908 Reais,2.1.1 Alimentação,225.66
Espírito Santo,2018,Até 1.908 Reais,2.1.2 Habitação,657.95
Espírito Santo,2018,Até 1.908 Reais,2.1.4 Transporte,142.58
Espírito Santo,2018,Até 1.908 Reais,2.1.6 Assistência à saude,127.71
Espírito Santo,2018,Até 1.908 Reais,2.1.7 Educação,24.6
Espírito Santo,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,19.82
Espírito Santo,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,14.73
Espírito Santo,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,308.44
Espírito Santo,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,866.77
