renda_mensal,nivel_endividamento,frequencia_poupanca,comprometimento_gastos,Alimentacao,Moradia,Transporte,Saude,Educacao,Lazer,Servicos,perfil_financeiro
3385.49,49.2,Media,65.6,380.26,911.4,488.26,196.21,130.86,76.51,37.15,Em observacao
3518.76,78.9,Alta,50.0,281.98,772.43,365.1,178.58,85.96,52.02,24.29,Em risco
2658.79,11.7,Baixa,79.4,461.05,857.73,404.33,192.09,113.13,49.78,31.85,Em observacao
3646.95,30.1,Alta,66.3,438.98,1045.04,483.96,209.71,120.08,81.27,39.79,Em observacao
9045.7,21.9,Alta,11.9,193.67,514.54,196.01,79.7,48.15,29.19,16.1,Saudavel
1412.0,28.4,Alta,55.4,175.49,284.59,160.29,72.39,46.04,28.75,14.18,Saudavel
3387.47,6.2,Baixa,54.9,291.66,789.2,431.75,155.54,114.15,49.69,28.08,Saudavel
2045.0,33.2,Media,56.3,227.87,455.47,258.04,101.63,59.82,32.32,17.09,Em observacao
3402.63,24.0,Alta,40.0,230.45,534.8,333.17,114.61,89.24,36.81,22.56,Saudavel
1888.15,34.9,Baixa,78.9,292.31,627.47,297.46,120.41,78.39,46.96,26.11,Em observacao
2471.55,41.9,Baixa,38.0,189.74,366.75,194.0,101.74,49.2,26.17,12.58,Em observacao
5926.71,13.4,Alta,64.1,893.43,1341.6,759.95,382.02,245.5,127.71,50.04,Saudavel
5115.27,7.0,Alta,76.0,856.06,1544.0,811.1,364.96,174.66,92.28,44.56,Em observacao
2825.98,46.0,Media,55.4,300.42,646.4,328.48,146.62,77.72,46.24,20.36,Em observacao
1412.0,11.8,Media,57.6,138.22,368.38,156.24,78.44,40.57,18.93,12.98,Saudavel
3081.48,35.0,Media,42.4,277.61,480.13,293.73,130.55,65.92,38.15,21.97,Em observacao
10320.1,61.1,Media,63.5,1144.19,3084.3,1095.89,612.73,338.73,173.54,106.82,Em risco
5868.37,39.4,Alta,62.3,622.73,1318.9,924.34,407.61,221.04,108.49,55.26,Em observacao
2565.34,6.9,Media,46.5,226.54,538.98,220.1,99.55,61.76,28.97,15.89,Saudavel
2138.3,64.6,Media,66.5,276.87,632.28,297.46,99.09,59.03,40.55,17.29,Em risco
6272.39,18.7,Media,34.4,455.81,889.07,397.73,216.97,113.19,50.84,36.38,Saudavel
4024.95,28.5,Baixa,62.0,466.21,983.9,580.24,201.4,151.96,75.6,36.07,Saudavel
3408.63,2.3,Media,48.5,332.31,721.41,278.5,168.35,80.9,48.64,24.19,Saudavel
2633.39,6.7,Alta,37.2,206.92,401.3,189.19,76.68,61.25,31.14,13.54,Saudavel
2883.39,14.7,Alta,70.6,362.75,853.34,465.65,157.85,105.29,62.49,29.04,Em observacao
10738.35,32.7,Alta,59.2,1137.49,2868.11,1266.78,479.77,337.71,189.55,74.43,Em observacao
1825.5,6.9,Baixa,45.0,157.84,368.04,163.72,61.35,37.63,20.43,11.82,Saudavel
1420.51,41.6,Media,54.0,178.24,278.3,171.4,64.28,43.86,20.92,10.19,Em observacao
4699.8,58.0,Alta,54.1,530.23,1156.82,417.35,212.29,120.66,72.71,31.25,Em risco
8433.47,47.5,Media,76.4,1114.3,2640.17,1473.72,614.08,354.24,163.87,83.63,Em observacao
2672.04,38.4,Alta,18.9,104.91,203.49,105.99,43.37,26.11,13.67,7.06,Em observacao
2465.77,27.9,Media,41.3,234.82,388.54,196.87,99.07,54.59,29.31,15.08,Saudavel
6632.01,38.7,Baixa,48.3,579.4,1386.58,592.0,336.37,163.16,102.55,43.32,Em observacao
4109.89,33.3,Baixa,83.8,575.12,1586.49,713.08,271.92,176.36,81.56,41.0,Em observacao
3056.7,41.3,Baixa,65.6,409.64,854.81,332.51,194.5,118.79,61.03,33.8,Em observacao
2096.87,16.3,Baixa,49.6,172.91,468.08,209.96,82.19,59.59,32.63,15.11,Saudavel
4352.46,4.7,Baixa,29.2,203.84,563.52,261.82,123.86,69.44,32.28,14.4,Saudavel
1547.05,38.2,Baixa,57.9,167.63,387.8,193.69,75.47,34.89,22.19,13.84,Em observacao
7789.19,25.7,Alta,49.8,827.69,1553.67,783.33,376.83,156.67,125.38,54.29,Saudavel
2808.76,26.0,Baixa,23.1,100.97,305.67,122.96,64.24,27.17,20.16,7.87,Saudavel
5665.21,54.1,Baixa,45.4,484.26,1128.29,480.75,228.64,138.03,72.16,39.2,Em risco
6213.64,17.0,Baixa,66.8,888.96,1756.96,753.63,389.83,210.28,100.44,50.36,Saudavel
5288.56,58.9,Alta,60.5,656.47,1280.21,711.81,305.31,131.6,80.6,36.16,Em risco
6838.29,22.1,Baixa,77.0,846.67,2217.27,1185.2,533.28,290.01,130.02,65.47,Em observacao
3811.12,47.6,Alta,50.8,385.37,705.89,495.75,157.65,107.46,52.98,29.65,Em observacao
4382.46,28.2,Baixa,49.5,537.31,786.6,393.8,222.91,132.43,64.96,30.22,Saudavel
1864.53,5.5,Alta,43.3,174.37,279.49,192.62,73.54,45.59,27.13,13.69,Saudavel
1551.07,22.2,Baixa,86.7,224.63,595.14,294.32,102.42,75.69,32.16,20.16,Em observacao
4229.92,17.6,Baixa,75.4,647.25,1258.9,644.73,303.42,177.03,108.72,49.23,Em observacao
1697.76,14.4,Alta,27.9,95.42,196.23,91.02,43.92,27.18,14.52,5.45,Saudavel
5079.43,36.9,Alta,39.6,396.56,771.15,405.26,204.29,122.19,75.78,36.37,Em observacao
1412.0,60.6,Alta,41.6,96.29,267.57,120.42,52.25,25.41,18.2,6.91,Em risco
2497.99,16.8,Alta,60.5,331.55,577.37,315.93,135.45,82.2,45.12,23.93,Saudavel
3502.72,21.7,Baixa,44.6,318.3,671.03,268.22,157.46,74.62,51.66,21.57,Saudavel
5230.17,30.8,Media,67.1,636.86,1607.89,641.02,292.23,178.03,107.92,44.2,Em observacao
3301.17,23.5,Media,55.4,380.69,772.94,328.91,189.76,85.75,48.31,23.66,Saudavel
2249.63,5.0,Media,32.6,137.59,334.74,118.81,74.6,33.93,22.54,10.06,Saudavel
4890.2,16.1,Alta,10.3,109.83,193.55,110.16,40.95,28.1,14.18,7.0,Saudavel
3984.92,28.4,Alta,21.1,150.01,360.67,185.98,67.55,42.46,21.13,13.16,Saudavel
1771.74,42.5,Alta,83.5,294.4,626.19,311.32,114.07,79.21,38.99,15.61,Em observacao
2519.2,72.3,Baixa,20.1,109.25,210.42,105.41,35.37,24.17,15.74,6.13,Em risco
3123.83,35.1,Alta,41.0,242.06,532.23,260.19,113.05,72.55,38.47,22.21,Em observacao
2011.38,31.7,Media,58.9,255.04,520.54,199.0,92.05,63.67,38.82,15.66,Em observacao
6275.13,37.5,Baixa,52.2,713.63,1204.11,766.75,262.42,181.58,90.59,54.53,Em observacao
2666.1,28.1,Baixa,48.3,262.06,535.36,225.33,137.71,70.49,39.77,17.89,Saudavel
5372.81,30.1,Baixa,56.0,575.55,1150.88,613.02,338.14,191.85,99.69,39.77,Em observacao
6556.24,23.5,Baixa,48.4,544.87,1476.97,576.96,290.69,155.49,91.7,39.72,Saudavel
3329.54,22.1,Baixa,46.4,297.96,588.3,323.6,180.33,75.85,54.42,25.74,Saudavel
3692.96,7.3,Baixa,72.2,473.89,1079.22,655.15,221.44,134.26,63.79,36.9,Em observacao
4441.76,16.9,Baixa,30.3,310.16,510.39,249.01,143.79,62.94,45.53,22.38,Saudavel
3735.4,16.8,Baixa,39.1,348.26,527.77,317.59,120.75,85.86,43.21,18.86,Saudavel
2521.18,74.6,Baixa,66.8,369.38,685.99,290.57,166.75,95.58,55.9,19.88,Em risco
6892.81,11.8,Baixa,54.5,784.3,1432.43,792.42,334.89,220.17,120.74,68.5,Saudavel
1412.0,29.5,Baixa,55.7,140.21,315.34,167.78,81.55,39.52,27.2,14.59,Saudavel
1412.0,40.5,Baixa,108.5,315.37,581.22,342.77,154.22,83.7,36.96,18.44,Em risco
5976.26,11.0,Baixa,86.5,931.66,2308.57,1121.2,371.58,228.13,141.37,68.3,Em observacao
2750.71,13.7,Baixa,61.0,399.43,625.56,334.08,134.09,92.71,60.66,32.05,Saudavel
5806.0,23.8,Baixa,54.0,727.57,1232.7,575.06,301.87,146.92,101.97,51.7,Saudavel
2194.56,50.8,Alta,53.2,251.4,470.96,226.54,104.77,57.85,36.78,18.35,Em risco
3729.41,16.9,Alta,69.7,541.49,1124.38,536.12,196.04,103.56,67.71,28.24,Saudavel
1978.44,16.5,Baixa,57.5,218.98,434.03,237.1,131.49,59.57,37.81,18.33,Saudavel
5396.66,4.4,Media,35.8,417.11,805.3,352.26,177.84,105.71,47.92,28.14,Saudavel
6083.13,21.5,Baixa,60.5,772.64,1477.73,702.99,350.63,215.86,113.55,48.88,Saudavel
1845.66,29.5,Baixa,32.2,121.57,224.88,125.27,53.31,37.84,20.25,10.95,Saudavel
11289.95,29.7,Media,13.1,232.94,652.01,345.13,106.12,83.65,36.66,18.15,Saudavel
2922.92,20.8,Baixa,57.8,290.21,755.98,346.9,146.74,84.15,43.18,23.5,Saudavel
2541.98,34.7,Media,23.4,113.81,224.9,147.32,53.24,30.77,17.19,7.46,Em observacao
1421.61,13.7,Baixa,59.3,162.25,362.3,150.02,81.76,43.16,30.62,13.59,Saudavel
2620.6,20.5,Baixa,42.0,212.33,435.37,241.4,88.53,69.64,35.23,19.27,Saudavel
4383.44,6.4,Alta,31.4,321.41,554.28,250.26,125.31,64.78,37.27,23.17,Saudavel
2870.64,56.7,Baixa,35.6,198.86,388.64,226.88,109.16,55.78,26.17,17.73,Em risco
3118.95,15.0,Media,55.3,360.32,639.22,398.02,162.73,99.98,42.51,22.48,Saudavel
1888.35,52.2,Baixa,28.5,108.03,206.76,124.71,40.41,32.73,17.03,7.73,Em risco
3560.16,69.3,Baixa,27.3,204.25,391.95,189.83,94.31,56.08,22.19,14.24,Em risco
1798.61,25.9,Media,47.6,152.66,361.01,193.86,64.5,50.91,20.36,12.81,Saudavel
1432.41,44.2,Baixa,51.7,150.82,302.27,141.51,68.09,42.4,23.4,12.31,Em observacao
8457.85,39.0,Baixa,95.4,1504.11,3517.58,1661.31,766.15,319.89,197.18,99.58,Em risco
6955.36,8.4,Baixa,33.4,452.39,954.64,428.54,256.55,131.76,60.82,35.98,Saudavel
2399.63,19.7,Alta,46.8,214.99,497.6,232.33,93.32,44.29,27.5,12.25,Saudavel
2021.93,16.7,Baixa,31.7,122.19,262.82,123.34,71.86,34.36,16.44,9.69,Saudavel
2062.63,23.3,Media,43.9,199.52,370.86,165.83,81.62,50.61,22.12,14.53,Saudavel
6123.62,31.6,Baixa,56.6,686.94,1307.41,798.14,353.05,173.5,92.51,54.91,Em observacao
6008.22,9.9,Baixa,109.9,1298.93,2644.69,1546.68,523.84,285.97,217.63,83.01,Em risco
5565.69,12.1,Alta,94.9,1152.79,1929.05,1238.13,419.25,314.53,151.0,76.32,Em observacao
2071.26,16.5,Media,42.1,153.49,387.77,181.29,59.2,47.85,27.86,13.83,Saudavel
6100.57,23.4,Media,35.9,410.96,947.42,406.01,201.08,132.61,57.49,37.51,Saudavel
2076.56,13.7,Baixa,66.8,305.43,573.6,266.32,110.33,72.97,40.5,18.69,Saudavel
4533.96,24.2,Baixa,35.9,349.95,677.38,299.22,149.25,83.06,41.59,28.07,Saudavel
4678.58,3.0,Baixa,30.6,324.67,600.12,247.7,123.01,78.47,33.54,23.88,Saudavel
12704.02,14.0,Baixa,68.8,1458.05,3764.94,1897.24,779.91,441.83,297.2,106.44,Saudavel
5099.55,4.8,Baixa,59.3,732.43,1158.53,534.57,292.68,158.96,99.34,45.91,Saudavel
3291.08,56.2,Media,53.6,295.01,791.45,338.07,172.36,91.98,54.82,21.92,Em risco
3623.7,23.2,Baixa,44.6,272.83,649.83,371.29,159.83,101.11,38.07,22.38,Saudavel
3423.24,19.7,Media,62.8,446.56,921.97,387.73,195.32,115.45,50.63,33.15,Saudavel
3660.91,21.5,Media,58.3,368.58,955.74,447.97,194.64,89.35,52.3,26.95,Saudavel
1525.21,19.2,Media,58.7,184.99,374.55,195.56,61.1,40.01,24.7,14.39,Saudavel
7037.57,10.0,Baixa,40.6,595.71,1123.18,542.94,287.55,160.84,95.9,51.39,Saudavel
6451.23,32.0,Media,8.9,107.39,226.41,114.53,65.22,30.89,21.92,10.55,Em observacao
2765.33,33.9,Alta,55.2,262.74,644.0,348.74,123.32,91.26,37.37,19.69,Em observacao
2353.15,47.7,Baixa,62.5,253.64,629.0,348.67,111.63,65.34,39.04,22.99,Em observacao
5194.65,38.2,Baixa,60.5,551.41,1409.36,665.08,253.48,145.11,68.85,48.54,Em observacao
3731.66,14.2,Baixa,25.5,217.82,351.83,215.19,83.34,42.41,24.22,15.29,Saudavel
4452.5,53.1,Media,39.2,317.6,747.86,383.94,134.49,96.42,43.19,22.23,Em risco
2564.66,4.4,Baixa,65.7,310.13,705.58,312.49,172.76,101.46,55.46,26.72,Saudavel
3412.31,28.1,Media,53.0,410.63,759.37,316.45,144.51,103.53,49.78,23.52,Saudavel
1586.51,14.9,Alta,64.2,173.89,474.13,201.26,78.53,51.02,25.25,13.8,Saudavel
6984.04,2.6,Baixa,83.5,1131.74,2272.6,1299.56,593.33,309.08,142.76,81.35,Em observacao
2153.46,0.7,Baixa,61.3,281.64,563.57,242.03,106.18,70.74,37.19,18.72,Saudavel
3061.51,41.4,Baixa,94.0,477.97,1374.78,482.0,299.96,123.73,71.96,47.24,Em risco
3357.7,38.6,Baixa,62.0,426.63,747.4,503.11,175.02,125.92,69.98,35.34,Em observacao
2024.51,10.8,Baixa,57.5,238.07,441.32,241.63,123.2,58.0,40.61,20.61,Saudavel
4559.37,45.6,Alta,51.2,525.62,910.26,456.52,223.25,129.65,53.88,33.02,Em observacao
2035.82,62.7,Media,36.6,144.69,286.33,169.12,72.91,36.09,25.72,11.08,Em risco
2122.21,25.2,Alta,73.3,254.16,675.14,360.37,127.24,68.9,43.4,26.41,Em observacao
3182.58,34.4,Baixa,54.4,357.28,703.71,391.72,126.22,80.97,51.97,20.69,Em observacao
2462.76,34.6,Media,60.4,286.85,551.95,373.89,132.49,78.8,42.76,20.44,Em observacao
2166.05,10.8,Baixa,70.0,343.12,655.29,263.41,113.12,78.17,45.26,18.57,Em observacao
7078.83,38.7,Media,49.1,597.14,1314.84,881.44,298.77,208.08,115.21,57.17,Em observacao
2940.09,37.6,Alta,57.1,342.2,742.34,301.62,126.73,91.06,50.58,23.19,Em observacao
1496.48,14.3,Media,78.1,200.65,517.7,243.05,112.44,50.87,25.77,18.23,Em observacao
1780.7,31.9,Media,58.4,199.87,478.97,175.51,90.23,45.5,33.12,17.05,Em observacao
1425.0,12.5,Baixa,75.4,199.11,450.26,240.59,87.9,49.62,34.22,12.14,Em observacao
1412.0,4.9,Baixa,46.9,125.9,282.99,129.9,59.11,35.49,18.52,9.95,Saudavel
4758.44,41.4,Baixa,67.9,743.62,1307.17,569.78,328.02,160.49,81.46,42.49,Em observacao
5346.77,20.8,Media,64.3,640.09,1505.72,623.67,372.14,150.84,99.67,45.92,Saudavel
1613.47,63.1,Baixa,42.7,153.85,288.41,118.71,55.12,42.81,21.09,8.94,Em risco
4961.96,58.2,Baixa,64.6,697.2,1303.47,629.42,275.12,166.22,85.82,48.82,Em risco
3999.47,9.1,Media,60.5,451.28,915.75,623.61,204.68,122.49,64.13,37.55,Saudavel
2908.7,54.1,Media,36.5,195.56,494.32,175.74,79.31,66.13,33.27,17.14,Em risco
1567.82,50.9,Alta,45.6,158.37,270.31,153.63,56.7,43.98,21.95,10.49,Em risco
1579.28,28.2,Baixa,68.3,224.31,444.0,235.58,82.83,48.7,29.51,14.24,Saudavel
1504.87,54.9,Media,69.5,207.18,480.02,184.56,87.65,43.89,28.3,14.58,Em risco
2347.37,44.1,Media,43.6,208.27,383.27,201.82,110.61,71.43,30.43,18.51,Em observacao
3091.95,59.7,Baixa,59.1,418.73,660.47,401.27,160.74,115.18,46.37,25.81,Em risco
3417.74,36.0,Alta,10.0,56.4,152.58,70.55,27.74,17.93,11.15,4.86,Em observacao
2274.48,57.2,Media,95.8,497.39,880.27,371.93,204.0,119.78,69.15,37.03,Em risco
1412.0,31.5,Baixa,50.9,131.31,304.79,148.41,63.55,36.16,24.41,10.29,Em observacao
2033.13,51.4,Alta,45.3,168.46,341.06,238.24,76.38,47.19,33.64,16.25,Em risco
3855.0,22.8,Media,46.2,424.03,637.79,388.57,159.79,85.84,55.73,27.87,Saudavel
1412.0,53.7,Media,40.3,109.33,260.88,100.19,45.95,30.04,16.03,6.23,Em risco
1845.25,17.3,Baixa,62.3,218.19,469.25,231.33,114.08,62.03,37.49,17.33,Saudavel
2418.61,27.1,Media,39.6,172.17,444.43,168.97,78.49,54.8,24.64,15.17,Saudavel
3321.57,13.1,Baixa,36.6,260.89,445.72,265.98,125.64,69.3,31.34,18.29,Saudavel
6682.71,19.4,Alta,62.5,733.66,1749.23,911.56,377.78,219.62,113.31,73.95,Saudavel
2560.87,26.8,Alta,60.1,373.9,558.59,325.71,125.96,87.94,41.35,25.91,Saudavel
5141.51,75.5,Alta,59.0,580.72,1228.27,676.63,257.69,178.46,70.44,41.78,Em risco
2843.53,10.8,Baixa,40.0,264.53,437.48,234.99,87.11,52.87,39.84,19.7,Saudavel
2757.21,41.1,Alta,34.7,186.1,394.85,176.41,103.52,49.36,29.47,17.57,Em observacao
7604.78,29.4,Baixa,60.1,875.22,1731.36,1163.75,384.18,217.44,123.19,78.62,Saudavel
3315.12,29.7,Baixa,68.2,404.83,964.93,447.14,226.88,114.05,62.18,42.25,Saudavel
5519.04,53.6,Baixa,81.8,975.98,1938.19,871.43,320.0,207.73,136.98,63.67,Em risco
1412.0,17.5,Media,44.3,130.75,230.92,144.12,56.98,40.05,14.84,8.1,Saudavel
5598.83,43.7,Alta,62.7,706.98,1371.51,782.02,334.81,171.37,93.5,49.21,Em observacao
2500.05,13.4,Alta,74.4,366.15,734.32,417.72,148.18,109.82,53.38,30.79,Em observacao
5172.27,50.0,Media,64.2,619.99,1300.92,777.71,265.05,204.35,104.07,50.82,Em observacao
4560.28,45.0,Media,47.4,451.61,789.92,493.78,226.3,94.0,69.3,36.0,Em observacao
3813.55,18.0,Baixa,120.2,1056.3,1714.61,987.87,413.5,218.3,115.44,78.73,Em risco
8936.81,42.1,Media,47.7,696.94,1928.77,901.13,356.35,204.81,102.18,69.72,Em observacao
3081.34,10.4,Media,34.1,220.22,429.97,193.62,91.63,61.05,36.05,19.02,Saudavel
2687.2,41.2,Baixa,99.2,457.75,1169.88,496.93,258.6,139.04,94.03,48.16,Em risco
3386.14,28.2,Media,39.4,228.55,552.54,292.17,132.84,70.37,33.86,22.56,Saudavel
2204.15,56.9,Alta,30.4,139.74,244.87,131.56,77.78,45.05,20.88,9.9,Em risco
4363.87,12.0,Baixa,58.5,460.76,1085.06,568.54,228.36,111.18,69.83,30.66,Saudavel
3494.34,12.5,Alta,67.9,505.19,1008.59,448.15,176.93,120.49,78.41,34.96,Saudavel
4134.33,8.0,Media,71.5,732.33,1080.31,559.1,274.55,178.21,91.24,41.43,Em observacao
6665.62,73.3,Baixa,67.6,882.93,1725.82,1048.09,484.1,203.15,104.16,57.68,Em risco
1751.48,18.4,Alta,26.9,74.59,209.28,100.38,44.56,23.6,10.79,7.27,Saudavel
1745.21,18.5,Baixa,73.7,297.04,516.85,221.99,125.44,63.71,44.12,16.8,Em observacao
1448.53,12.2,Baixa,63.4,151.32,428.64,169.69,82.14,52.94,20.16,13.4,Saudavel
1928.96,15.7,Baixa,81.9,253.43,715.37,295.68,157.84,88.65,48.9,19.89,Em observacao
3986.86,8.3,Baixa,52.4,378.77,974.08,386.97,168.08,99.88,52.36,28.87,Saudavel
3183.02,2.2,Baixa,46.0,321.05,614.55,237.32,151.53,80.12,35.05,24.42,Saudavel
5337.28,47.3,Baixa,53.3,575.37,1126.83,549.96,273.87,188.94,83.39,43.89,Em observacao
3635.87,36.8,Media,72.9,583.52,1109.66,507.63,196.41,150.8,63.01,40.75,Em observacao
1412.0,31.5,Media,76.7,211.65,474.16,204.51,98.79,55.6,25.67,12.24,Em observacao
2130.53,27.1,Alta,63.8,248.25,529.01,305.7,145.75,76.05,32.97,22.16,Saudavel
2378.68,46.0,Baixa,50.9,231.57,520.16,226.97,100.97,78.49,31.04,20.64,Em observacao
2802.37,46.6,Alta,76.7,360.72,924.72,512.68,159.3,92.72,62.97,36.84,Em observacao
2282.77,13.6,Media,57.6,280.92,556.8,275.2,96.55,52.58,35.91,17.56,Saudavel
1951.47,29.3,Alta,35.0,100.58,307.25,147.71,63.11,39.75,14.99,9.73,Saudavel
1412.0,46.8,Alta,79.5,175.9,487.16,246.97,106.31,57.49,32.26,16.03,Em observacao
1412.0,16.6,Media,84.7,256.93,532.42,201.32,100.41,55.92,34.33,14.08,Em observacao
2630.21,25.1,Media,57.5,344.17,573.07,328.53,130.61,73.97,39.48,23.5,Saudavel
3788.28,19.1,Baixa,34.5,240.33,554.5,264.09,129.9,69.9,32.27,16.71,Saudavel
2907.56,23.0,Media,75.2,529.2,790.37,461.96,209.69,96.15,62.79,36.58,Em observacao
5443.8,19.8,Media,68.7,777.01,1538.3,764.09,289.71,217.45,97.38,53.92,Saudavel
4843.53,9.9,Media,76.4,669.46,1491.5,754.51,410.26,196.47,114.71,65.45,Em observacao
1412.0,17.6,Media,37.3,122.98,208.03,93.86,51.54,26.81,15.76,8.27,Saudavel
4613.69,18.9,Baixa,45.7,514.14,809.4,388.57,203.75,95.63,67.03,31.69,Saudavel
1616.82,31.7,Baixa,26.7,76.83,153.82,108.77,45.08,27.68,14.01,6.14,Em observacao
1412.0,25.4,Baixa,40.3,99.47,244.7,126.21,46.75,25.27,20.13,6.97,Saudavel
3872.94,4.5,Baixa,53.8,401.88,892.75,388.93,203.06,116.56,57.12,24.87,Saudavel
5924.23,9.2,Media,56.4,571.99,1361.96,687.22,372.86,187.85,105.89,56.32,Saudavel
8549.3,45.7,Baixa,49.1,875.58,1658.22,869.21,348.2,252.92,125.05,64.54,Em observacao
3374.79,33.9,Baixa,20.1,147.49,262.85,139.59,62.07,35.99,19.35,10.77,Em observacao
2702.15,35.9,Media,52.0,248.63,591.46,285.7,147.16,65.72,42.75,24.74,Em observacao
4248.0,20.9,Baixa,35.9,359.61,577.92,283.22,144.73,78.4,53.2,29.13,Saudavel
5949.4,32.5,Baixa,59.9,749.25,1631.35,619.06,266.41,164.1,79.28,55.75,Em observacao
3525.05,49.4,Alta,81.2,666.16,1032.22,602.92,260.81,174.05,86.63,41.09,Em observacao
2841.18,52.0,Baixa,27.4,149.08,301.72,174.07,79.63,41.57,21.94,10.38,Em risco
2140.06,20.1,Baixa,71.7,322.1,657.79,289.14,127.74,67.25,47.03,22.42,Em observacao
2871.95,35.6,Baixa,47.5,254.05,562.2,296.77,124.37,64.03,40.7,21.52,Em observacao
2925.88,36.2,Baixa,25.0,117.37,315.94,158.03,73.98,36.66,17.46,10.79,Em observacao
2522.09,59.7,Baixa,93.9,386.7,1097.77,498.57,198.26,97.01,54.47,36.56,Em risco
2864.77,35.6,Alta,46.6,244.65,615.88,240.39,105.39,62.55,45.1,21.53,Em observacao
2640.63,9.7,Media,51.2,277.97,586.26,246.32,114.64,60.18,45.13,21.22,Saudavel
3306.44,21.7,Baixa,73.0,508.89,954.48,444.64,239.05,140.0,86.68,39.15,Em observacao
4954.4,21.3,Media,109.0,1210.26,1946.98,1251.93,463.48,251.69,185.66,88.52,Em observacao
1554.27,4.7,Baixa,33.6,83.72,243.0,113.46,37.71,22.2,15.7,7.0,Saudavel
2295.03,52.2,Media,48.6,220.38,431.08,220.94,119.19,72.25,31.46,20.23,Em risco
4302.27,34.8,Media,9.5,73.0,189.7,70.97,34.82,19.99,14.57,5.37,Em observacao
1642.85,39.0,Alta,29.2,100.0,198.42,92.1,44.09,25.69,11.99,7.29,Em observacao
3122.2,5.5,Baixa,21.6,125.74,267.77,133.95,75.12,38.52,21.29,11.51,Saudavel
3785.54,14.8,Media,53.1,394.26,822.42,410.52,170.95,123.75,60.47,29.53,Saudavel
4610.17,27.3,Alta,29.4,285.47,511.32,294.3,125.9,81.96,38.44,17.75,Saudavel
2784.84,23.0,Media,71.2,441.54,802.52,363.16,195.79,82.48,65.74,32.53,Em observacao
1412.0,36.9,Baixa,60.1,193.99,324.79,188.04,63.73,37.82,26.08,13.97,Em observacao
2665.62,7.4,Media,87.9,480.92,1000.4,445.07,229.19,93.63,60.37,34.13,Em observacao
1639.56,7.4,Baixa,20.9,78.13,120.0,81.42,29.04,18.52,9.67,5.27,Saudavel
4129.53,6.3,Media,11.1,92.69,202.09,86.32,39.93,21.26,12.42,5.64,Saudavel
3518.02,41.0,Alta,77.7,626.12,1088.53,487.87,282.81,153.95,62.51,33.12,Em observacao
3891.79,7.5,Alta,28.0,233.34,444.91,222.93,87.36,51.02,37.06,14.54,Saudavel
5900.31,18.7,Alta,52.8,573.79,1378.03,649.48,247.31,156.5,69.15,41.98,Saudavel
2041.81,14.5,Baixa,11.1,47.81,90.31,46.65,17.9,12.85,6.56,3.61,Saudavel
2647.62,14.5,Media,28.1,138.67,341.99,124.12,64.72,41.29,22.46,11.44,Saudavel
2334.3,19.8,Media,73.9,318.31,758.73,345.49,153.53,69.05,51.12,27.95,Em observacao
1733.14,31.8,Baixa,22.5,68.28,164.24,81.37,36.84,21.23,11.23,6.37,Em observacao
3006.26,34.1,Baixa,50.4,324.79,563.78,335.93,119.21,94.11,55.01,21.68,Em observacao
2682.43,5.1,Baixa,42.0,236.44,414.51,261.01,93.17,70.4,33.8,17.73,Saudavel
2676.54,27.7,Baixa,29.4,156.6,344.51,140.69,75.0,43.08,17.73,8.98,Saudavel
10973.7,4.1,Baixa,20.7,445.42,1006.05,468.97,165.27,91.51,59.78,35.83,Saudavel
3631.7,36.7,Media,70.9,481.75,1049.89,582.35,231.07,115.39,73.78,40.7,Em observacao
3387.86,69.7,Baixa,65.3,458.23,968.46,394.03,212.28,96.05,61.06,23.85,Em risco
3330.73,30.6,Baixa,56.0,381.71,841.57,296.19,176.32,96.7,44.66,27.86,Em observacao
2273.99,41.1,Baixa,61.7,277.15,557.51,310.81,118.05,76.38,39.93,24.33,Em observacao
2403.62,24.7,Baixa,81.5,467.91,663.6,439.24,181.77,122.32,54.94,29.35,Em observacao
5924.01,56.5,Alta,45.3,562.03,1018.32,643.14,214.05,116.74,87.48,40.49,Em risco
4735.74,13.4,Media,67.2,749.87,1212.78,656.47,271.86,141.02,111.18,41.35,Saudavel
2261.1,42.7,Media,64.2,269.99,618.61,270.4,150.02,79.98,37.8,24.67,Em observacao
2945.77,82.2,Baixa,91.2,563.71,974.87,660.07,218.64,160.37,73.79,35.95,Em risco
6868.32,39.6,Media,31.8,472.01,825.97,501.7,188.31,111.47,58.15,27.23,Em observacao
2773.01,27.5,Baixa,46.5,217.28,526.63,273.56,132.84,82.09,41.6,16.82,Saudavel
3619.18,48.9,Baixa,64.7,509.4,1039.07,422.12,187.02,97.4,53.27,35.0,Em observacao
2575.01,49.1,Media,56.5,296.26,614.4,292.11,121.43,76.7,36.99,16.19,Em observacao
4180.47,39.3,Baixa,40.5,291.33,751.64,360.97,165.21,69.13,36.21,19.02,Em observacao
1540.0,29.9,Baixa,46.6,131.21,306.85,140.76,74.58,35.84,17.73,10.32,Saudavel
6603.72,25.9,Alta,83.4,960.95,2334.28,1243.43,476.37,266.45,158.85,65.17,Em observacao
1412.0,15.8,Alta,95.0,229.68,601.58,252.9,124.79,78.65,34.09,19.84,Em observacao
6663.36,32.4,Media,69.5,959.5,1943.44,940.43,360.19,226.06,117.48,82.05,Em observacao
3269.94,27.4,Media,22.2,126.21,324.43,130.92,65.99,40.97,26.65,12.34,Saudavel
